Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
06/06/2004;21.00.00;-200,0;-200;197;-200,0;-200;190;1059;73;1544;628;30,5;50,6;1,4793
06/06/2004;22.00.00;1,7;1336;167;14,5;1424;326;1339;138;2171;608;32,6;24,3;1,2507
06/06/2004;23.00.00;1,3;1197;177;-200,0;-200;264;1154;152;2065;883;30,6;34,6;1,4347
07/06/2004;00.00.00;1,1;1286;155;10,5;1450;194;1063;70;1517;1225;28,8;37,3;1,0433
07/06/2004;01.00.00;1,8;1336;178;12,3;1407;289;1413;96;1564;598;26,4;29,0;1,0612
07/06/2004;02.00.00;2,5;1470;169;11,5;1448;257;1210;174;2056;680;22,6;30,3;1,0999
07/06/2004;03.00.00;2,1;1353;-200;14,8;1418;177;939;-200;-200;1100;25,6;20,0;1,3065
07/06/2004;04.00.00;1,9;1310;267;-200,0;-200;-200;-200;129;1844;979;21,6;39,2;0,9216
07/06/2004;05.00.00;1,9;1395;-200;10,9;1301;243;975;143;2032;1059;23,4;29,7;1,3241
07/06/2004;06.00.00;2,1;1461;233;10,6;1344;245;1352;169;1937;697;20,3;30,9;1,0947
07/06/2004;07.00.00;2,3;1512;248;12,8;1493;247;1076;137;1842;-200;20,6;22,2;1,1858
07/06/2004;08.00.00;1,9;1458;199;13,1;1483;308;1337;153;2112;1245;20,2;46,9;0,9524
07/06/2004;09.00.00;2,8;1640;226;13,9;1415;316;1348;118;1582;972;17,4;20,0;0,9795
07/06/2004;10.00.00;2,8;1600;191;14,5;1596;299;1220;172;1986;1035;21,6;20,0;1,0992
07/06/2004;11.00.00;2,9;1548;241;-200,0;-200;-200;-200;130;1801;440;21,2;31,6;0,9692
07/06/2004;12.00.00;2,9;1581;237;14,7;1563;313;1532;115;1854;1210;22,3;31,5;1,2003
07/06/2004;13.00.00;2,8;1444;207;14,5;1388;306;1238;217;2324;946;27,4;20,0;1,1778
07/06/2004;14.00.00;3,0;1632;-200;16,4;1596;324;1420;-200;-200;892;23,6;38,4;1,2429
07/06/2004;15.00.00;3,0;1599;215;15,5;1628;378;1359;163;2120;904;24,8;23,6;1,1583
07/06/2004;16.00.00;2,6;1605;-200;13,6;1488;308;1448;198;2229;761;26,9;31,8;1,2423
07/06/2004;17.00.00;2,5;1459;236;13,8;1407;324;1475;139;1869;775;31,2;32,0;1,1377
07/06/2004;18.00.00;2,6;1541;226;10,9;1397;296;1393;147;2031;1023;27,9;35,1;1,2984
07/06/2004;19.00.00;2,9;1528;294;16,3;1539;233;1001;152;2035;1129;32,6;33,9;1,6219
07/06/2004;20.00.00;1,9;1380;139;11,4;1193;288;1221;111;1747;-200;35,7;25,1;1,2633
07/06/2004;21.00.00;1,7;1264;193;11,2;1463;226;1101;64;1343;677;33,5;28,4;1,3831
07/06/2004;22.00.00;2,1;1487;199;11,2;1261;304;1250;132;2092;928;26,7;29,4;1,2254
07/06/2004;23.00.00;2,0;1444;203;10,2;1386;343;1519;178;2119;922;26,3;36,8;1,3539
08/06/2004;00.00.00;1,9;1360;214;10,2;1286;222;962;-200;-200;654;28,2;20,0;1,1153
08/06/2004;01.00.00;1,9;1391;200;9,6;1345;-200;-200;162;1813;1004;25,9;33,9;1,2033
08/06/2004;02.00.00;1,7;1348;244;11,0;1270;-200;-200;146;1981;499;24,5;31,3;1,2758
08/06/2004;03.00.00;2,3;1422;230;14,2;1595;251;1131;119;1877;564;22,8;42,8;1,1263
08/06/2004;04.00.00;1,4;1283;206;10,7;1281;252;1255;135;1745;785;22,1;24,4;1,0880
08/06/2004;05.00.00;1,7;1317;214;12,7;1408;151;1047;123;1867;778;22,7;46,7;1,2205
08/06/2004;06.00.00;2,0;1452;171;13,0;1234;182;1036;108;1771;876;19,9;28,9;1,2716
08/06/2004;07.00.00;1,7;1324;206;10,5;1160;263;1335;161;1918;907;19,4;20,0;1,0834
08/06/2004;08.00.00;-200,0;-200;224;15,0;1624;158;963;105;1781;754;23,3;32,5;1,2777
08/06/2004;09.00.00;-200,0;-200;204;15,9;1526;377;1564;-200;-200;1037;18,7;26,0;0,9698
08/06/2004;10.00.00;2,6;1516;-200;14,8;1341;381;1476;217;2321;707;17,9;29,0;1,0659
08/06/2004;11.00.00;2,7;1570;170;14,3;1451;-200;-200;175;2246;948;23,7;34,0;1,0818
08/06/2004;12.00.00;2,4;1512;296;12,0;1455;309;1296;154;1796;609;19,4;40,3;1,0243
08/06/2004;13.00.00;2,6;1523;226;12,5;1305;383;1328;86;1614;604;22,8;57,8;1,1404
08/06/2004;14.00.00;2,7;1562;204;13,3;1569;309;1282;150;1910;777;22,4;20,0;1,0979
08/06/2004;15.00.00;2,7;1546;249;16,1;1551;312;1213;118;1810;485;25,5;42,0;1,2901
08/06/2004;16.00.00;3,1;1584;262;16,5;1585;339;1405;160;1810;739;26,3;33,6;1,2584
08/06/2004;17.00.00;2,8;1511;296;10,8;1260;289;1368;-200;-200;983;31,3;20,0;1,1960
08/06/2004;18.00.00;2,2;1478;269;13,0;1259;365;1477;118;1645;670;31,9;38,4;1,3147
08/06/2004;19.00.00;2,5;1576;185;8,0;1170;369;1367;185;1970;843;26,9;46,7;1,1367
08/06/2004;20.00.00;2,4;1408;215;12,0;1391;250;1175;177;2269;1020;28,9;23,3;1,2588
08/06/2004;21.00.00;2,5;1430;198;11,7;1419;256;1240;116;1901;875;26,7;25,6;1,2361
08/06/2004;22.00.00;2,5;1432;247;-200,0;-200;271;1274;197;2308;953;29,5;49,3;1,2642
08/06/2004;23.00.00;1,6;1367;241;9,1;1089;308;1479;98;1572;935;28,5;30,1;1,2252
09/06/2004;00.00.00;1,6;1367;159;-200,0;-200;225;1213;182;2038;710;24,2;28,8;1,2193
09/06/2004;01.00.00;1,4;1239;191;9,9;1310;241;1197;122;1720;768;30,8;20,0;1,1602
09/06/2004;02.00.00;1,7;1456;-200;11,4;1362;190;1092;122;1714;599;23,7;24,1;1,2239
09/06/2004;03.00.00;2,0;1372;234;8,4;1324;330;1325;183;2208;975;21,1;22,8;1,0010
09/06/2004;04.00.00;2,2;1504;227;14,6;1430;206;1112;138;2035;303;22,1;45,5;1,1605
09/06/2004;05.00.00;1,9;1425;242;11,4;1256;238;1249;171;1848;690;24,3;20,0;1,2079
09/06/2004;06.00.00;2,0;1342;-200;12,0;1458;180;990;100;1482;871;18,5;31,8;1,0128
09/06/2004;07.00.00;2,2;1422;212;14,6;1708;343;1428;145;2226;736;22,6;29,0;1,1851
09/06/2004;08.00.00;2,0;1366;223;10,6;1187;280;1249;155;1953;1158;20,3;20,0;1,0304
09/06/2004;09.00.00;3,1;1544;-200;17,1;1647;417;1707;197;2171;963;17,4;54,6;0,9305
09/06/2004;10.00.00;2,1;1400;221;12,1;1437;246;1221;162;2098;677;19,1;45,3;0,9535
09/06/2004;11.00.00;2,7;1481;269;15,0;1590;378;1489;155;1704;1089;20,9;31,1;1,2202
09/06/2004;12.00.00;3,3;1659;314;15,6;1542;374;1364;181;1894;799;20,5;49,4;1,1416
09/06/2004;13.00.00;2,8;1653;218;14,9;1450;-200;-200;133;2042;939;20,2;20,0;1,1661
09/06/2004;14.00.00;2,7;1583;-200;13,6;1269;301;1354;172;1935;702;23,9;37,0;1,2983
09/06/2004;15.00.00;2,7;1507;215;12,4;1616;358;1553;167;2259;951;29,5;20,0;1,1540
09/06/2004;16.00.00;2,7;1503;256;17,2;1816;326;1335;130;1936;1041;27,9;20,0;1,1810
09/06/2004;17.00.00;3,1;1593;227;14,1;1432;306;1311;164;2096;1050;29,9;20,0;1,3476
09/06/2004;18.00.00;1,9;1480;175;9,6;1274;375;1313;160;2082;535;28,9;36,6;1,3270
09/06/2004;19.00.00;2,9;1523;273;16,7;1568;324;1533;231;2603;760;30,4;25,8;1,3772
09/06/2004;20.00.00;1,9;1374;204;11,1;1319;256;1249;173;2132;858;28,2;33,7;1,1550
09/06/2004;21.00.00;2,1;1441;251;-200,0;-200;223;1331;148;1956;618;32,3;27,9;1,3517
09/06/2004;22.00.00;1,9;1445;230;-200,0;-200;-200;-200;146;2075;744;31,4;24,0;1,2791
09/06/2004;23.00.00;2,1;1407;226;8,3;1202;160;1067;138;1900;538;26,0;23,7;1,3255
10/06/2004;00.00.00;1,4;1229;208;9,2;1265;233;1267;131;2096;1136;28,8;36,2;1,4048
10/06/2004;01.00.00;2,0;1405;241;15,4;1401;290;1314;162;1970;769;25,2;39,2;1,2516
10/06/2004;02.00.00;2,4;1547;250;13,7;1408;-200;-200;-200;-200;825;23,3;20,0;1,1972
10/06/2004;03.00.00;1,4;1267;-200;-200,0;-200;211;1075;125;1719;718;27,1;43,3;1,1434
10/06/2004;04.00.00;1,9;1342;220;10,7;1223;279;1223;105;1755;634;20,8;20,0;1,0241
10/06/2004;05.00.00;-200,0;-200;247;11,2;1330;234;1436;128;1960;1034;24,2;21,0;1,2785
10/06/2004;06.00.00;2,2;1354;-200;14,6;1507;185;1008;118;2010;591;17,2;38,1;1,0887
10/06/2004;07.00.00;2,2;1424;200;8,7;1213;178;858;107;1875;989;20,4;20,0;1,0477
10/06/2004;08.00.00;2,1;1480;194;18,1;1907;278;1261;160;2013;371;16,9;26,4;1,0998
10/06/2004;09.00.00;2,6;1558;252;11,4;1394;208;1118;161;2057;493;18,0;30,8;0,9024
10/06/2004;10.00.00;3,1;1611;235;13,7;1516;323;1315;134;2026;860;17,8;47,9;1,0161
10/06/2004;11.00.00;2,6;1602;238;12,9;1449;300;1238;142;1866;720;21,5;30,8;1,1597
10/06/2004;12.00.00;2,9;1685;-200;13,5;1326;251;1175;168;2293;1186;23,7;28,7;1,3310
10/06/2004;13.00.00;2,4;1512;257;11,4;1354;184;936;155;1786;1168;22,7;23,2;1,1711
10/06/2004;14.00.00;2,5;1429;229;14,8;1533;288;1455;163;2242;893;23,5;39,0;1,2682
10/06/2004;15.00.00;2,9;1490;280;16,1;1675;414;1553;-200;-200;647;24,0;35,1;1,1322
10/06/2004;16.00.00;3,2;1704;-200;16,3;1497;361;1434;174;2133;-200;31,7;31,5;1,2616
10/06/2004;17.00.00;2,8;1564;230;13,7;1423;290;1386;-200;-200;872;28,3;38,8;1,1820
10/06/2004;18.00.00;2,5;1572;-200;11,7;1272;269;1510;172;2149;851;26,7;26,4;1,3680
10/06/2004;19.00.00;2,4;1418;212;12,5;1352;320;1300;180;2030;401;29,8;29,9;1,3140
10/06/2004;20.00.00;1,9;1376;215;11,7;1349;280;1291;229;2596;1262;34,1;35,9;1,3260
10/06/2004;21.00.00;2,4;1521;197;10,7;1212;320;1420;186;1907;846;28,0;24,1;1,1754
10/06/2004;22.00.00;2,3;1426;237;13,0;1526;367;1503;150;1972;888;28,3;25,5;1,3192
10/06/2004;23.00.00;1,8;1412;-200;15,2;1457;309;1408;135;1779;641;27,1;39,4;1,0773
11/06/2004;00.00.00;1,7;1339;217;11,1;1419;300;1393;106;1649;640;24,6;30,0;0,9760
11/06/2004;01.00.00;1,9;1380;166;12,8;1390;244;1148;110;1876;840;26,6;41,9;1,3031
11/06/2004;02.00.00;1,7;1274;140;10,0;1249;127;1075;141;2103;652;25,3;36,8;1,2342
11/06/2004;03.00.00;1,8;1372;169;13,4;1549;139;967;145;1901;693;22,0;20,0;1,1811
11/06/2004;04.00.00;2,5;1609;239;11,7;1443;300;1329;230;2424;800;25,7;24,1;1,4598
11/06/2004;05.00.00;1,9;1393;226;10,9;1387;227;1215;115;1743;734;23,3;26,4;1,2200
11/06/2004;06.00.00;1,9;1348;242;12,9;1269;345;1319;113;1756;936;19,7;23,4;1,1860
11/06/2004;07.00.00;2,0;1465;197;10,0;1417;343;1430;147;1753;907;21,4;25,0;0,9851
11/06/2004;08.00.00;2,5;1466;231;13,9;1639;304;1372;135;1805;735;21,0;38,7;1,1703
11/06/2004;09.00.00;2,4;1561;200;14,9;1513;275;1061;159;2329;545;21,4;50,1;1,0114
11/06/2004;10.00.00;2,4;1407;261;13,0;1352;258;1358;132;2132;1137;22,2;46,9;1,1643
11/06/2004;11.00.00;3,0;1623;220;15,8;1467;418;1454;152;1790;800;22,6;31,1;1,0295
11/06/2004;12.00.00;3,2;1708;280;11,7;1353;354;1435;176;2128;260;23,5;30,6;1,2662
11/06/2004;13.00.00;2,6;1477;220;14,1;1392;291;1435;135;1990;-200;27,8;41,7;1,3431
11/06/2004;14.00.00;2,2;1452;264;11,6;1352;308;1381;133;2077;-200;24,3;42,0;1,1013
11/06/2004;15.00.00;3,1;1674;248;14,9;1487;333;1471;-200;-200;978;26,0;39,2;1,2127
11/06/2004;16.00.00;2,5;1392;230;16,2;1473;410;1632;151;1922;859;27,2;22,5;1,1005
11/06/2004;17.00.00;2,9;1624;214;7,8;1119;341;1334;138;1885;575;26,7;26,3;1,1758
11/06/2004;18.00.00;2,0;1387;273;10,7;1338;291;1179;124;1798;-200;29,6;35,4;1,2846
11/06/2004;19.00.00;2,7;1611;260;8,8;1145;245;1233;185;2181;458;29,8;35,1;1,3909
11/06/2004;20.00.00;1,9;1345;223;9,4;1231;300;1372;148;2011;847;31,6;36,5;1,4293
11/06/2004;21.00.00;2,4;1408;228;11,8;1477;291;1392;-200;-200;654;28,5;32,3;1,2136
11/06/2004;22.00.00;2,1;1383;191;13,8;1412;296;1370;167;2174;1149;26,4;24,8;1,3950
11/06/2004;23.00.00;1,7;1303;220;12,9;1350;251;1153;146;2016;1095;30,8;25,9;1,2936
12/06/2004;00.00.00;1,4;1278;191;12,4;1431;218;1225;169;1968;1016;27,5;25,3;1,3133
12/06/2004;01.00.00;1,7;1321;203;12,6;1541;247;984;-200;-200;775;25,1;33,3;1,1734
12/06/2004;02.00.00;1,5;1205;222;8,4;1259;197;1222;165;2150;878;28,5;24,4;1,4634
12/06/2004;03.00.00;1,7;1333;209;13,0;1378;251;1113;123;1863;733;26,5;28,6;1,2671
12/06/2004;04.00.00;2,2;1443;215;11,0;1277;329;1267;116;1848;746;24,7;33,0;1,1176
12/06/2004;05.00.00;1,2;1225;228;11,3;1310;273;1495;146;1831;668;19,5;20,0;1,0358
12/06/2004;06.00.00;2,2;1461;192;10,6;1295;262;1230;168;2005;1154;18,4;62,9;1,1229
12/06/2004;07.00.00;1,9;1384;-200;11,4;1618;259;1192;134;1860;934;22,3;31,9;1,1004
12/06/2004;08.00.00;1,7;1276;178;11,3;1375;298;1181;103;1851;624;21,8;20,0;1,1359
12/06/2004;09.00.00;1,7;1331;206;12,2;1586;294;1332;143;1725;927;21,9;24,8;0,9372
12/06/2004;10.00.00;2,2;1444;236;10,7;1417;300;1379;155;2016;767;20,1;32,6;0,8891
12/06/2004;11.00.00;2,6;1514;206;14,6;1275;295;1254;111;1843;865;23,8;49,4;1,2104
12/06/2004;12.00.00;2,4;1404;332;10,2;1256;273;1031;159;1727;692;24,3;23,4;1,1975
12/06/2004;13.00.00;2,9;1648;243;17,3;1656;296;1455;-200;-200;1027;26,3;20,0;1,3290
12/06/2004;14.00.00;2,1;1364;216;10,6;1347;299;1270;101;1750;827;24,5;29,4;1,2584
12/06/2004;15.00.00;2,5;1433;185;9,0;1258;340;1349;165;1804;988;26,8;28,7;1,3779
12/06/2004;16.00.00;2,1;1413;168;12,0;1225;218;1132;180;2399;729;26,8;24,0;1,2337
12/06/2004;17.00.00;2,5;1476;170;12,1;1228;352;1324;190;2126;557;31,5;38,9;1,3757
12/06/2004;18.00.00;2,5;1533;266;11,2;1355;259;1347;94;1314;657;28,4;26,0;1,2175
12/06/2004;19.00.00;2,0;1444;246;14,7;1494;252;1277;172;2222;-200;27,6;24,9;1,2208
12/06/2004;20.00.00;1,2;1279;186;11,9;1524;236;1220;114;1833;568;30,2;37,1;1,2484
12/06/2004;21.00.00;1,9;1385;171;12,8;1439;289;1511;125;1898;751;30,6;29,7;1,2967
12/06/2004;22.00.00;1,9;1403;198;9,9;1369;338;1306;212;2209;755;27,9;24,7;1,1627
12/06/2004;23.00.00;1,8;1275;245;10,5;1388;229;1287;141;1845;890;25,5;20,0;1,2085
13/06/2004;00.00.00;1,9;1442;193;10,7;1325;309;1097;127;1799;614;24,7;40,2;1,2497
13/06/2004;01.00.00;1,2;1218;158;6,7;1247;203;1171;147;2047;859;27,7;35,4;1,1781
13/06/2004;02.00.00;1,7;1439;189;12,0;1350;309;1545;184;2070;854;27,5;28,0;1,2690
13/06/2004;03.00.00;1,9;1431;197;12,4;1416;247;1089;142;1931;655;23,9;40,9;1,1198
13/06/2004;04.00.00;-200,0;-200;203;10,3;1322;145;1155;104;1856;1034;23,2;20,0;1,1246
13/06/2004;05.00.00;1,7;1349;136;11,9;1312;216;994;137;2006;833;24,8;42,6;1,1995
13/06/2004;06.00.00;1,6;1378;203;8,9;1130;251;1411;164;2062;714;19,6;33,6;1,0257
13/06/2004;07.00.00;1,8;1256;-200;9,9;1166;256;1167;127;1773;907;21,5;29,2;1,2299
13/06/2004;08.00.00;2,1;1412;197;11,6;1273;233;1092;-200;-200;939;19,3;38,8;0,8485
13/06/2004;09.00.00;2,0;1481;232;14,7;1522;219;1085;135;2080;864;21,9;43,4;1,0339
13/06/2004;10.00.00;2,0;1451;172;14,4;1551;334;1371;85;1615;1012;19,4;26,7;1,0279
13/06/2004;11.00.00;2,4;1430;226;13,8;1362;196;1078;192;2165;853;19,3;26,0;1,1804
13/06/2004;12.00.00;2,1;1437;-200;16,2;1617;331;1357;152;1778;-200;23,0;23,9;1,1730
13/06/2004;13.00.00;2,2;1382;232;13,3;1441;255;1242;174;2036;584;24,5;26,4;1,1272
13/06/2004;14.00.00;2,7;1523;252;14,7;1626;427;1579;163;1964;810;24,9;23,2;1,1781
13/06/2004;15.00.00;-200,0;-200;231;15,2;1511;208;1117;143;1960;717;23,3;49,0;1,2268
13/06/2004;16.00.00;2,6;1552;250;14,7;1691;221;1099;174;2158;821;26,0;34,4;1,0755
13/06/2004;17.00.00;2,5;1534;198;-200,0;-200;296;1334;145;1790;1133;26,7;39,4;1,0947
13/06/2004;18.00.00;1,7;1408;242;11,5;1342;332;1402;189;2190;681;29,7;20,0;1,3613
13/06/2004;19.00.00;1,9;1325;172;10,6;1273;392;1517;137;1919;855;28,7;45,4;1,3173
13/06/2004;20.00.00;2,4;1472;231;12,5;1514;343;1387;201;2373;561;34,1;24,8;1,3129
13/06/2004;21.00.00;1,6;1272;176;11,6;1347;263;1158;-200;-200;1140;30,6;40,9;1,1938
13/06/2004;22.00.00;1,6;1302;146;9,4;1274;203;1114;60;1376;805;31,3;31,1;1,4061
13/06/2004;23.00.00;1,8;1319;186;10,1;1256;215;1103;106;1813;750;27,9;27,6;1,1671
14/06/2004;00.00.00;2,1;1445;209;11,4;1312;229;952;167;2203;1046;28,6;41,4;1,1709
14/06/2004;01.00.00;1,7;1400;-200;9,3;1142;225;1250;107;1816;791;26,4;33,3;1,0926
14/06/2004;02.00.00;1,6;1379;253;10,1;1440;227;1180;91;1351;968;25,4;43,1;1,2136
14/06/2004;03.00.00;2,2;1393;213;14,0;1458;275;1249;183;2047;867;26,2;25,4;1,2602
14/06/2004;04.00.00;2,4;1471;179;14,4;1531;244;1241;100;1604;890;25,9;26,9;1,0503
14/06/2004;05.00.00;2,2;1391;178;9,7;1332;279;1184;168;2133;1309;22,9;20,0;1,1381
14/06/2004;06.00.00;2,1;1356;235;12,8;1574;-200;-200;130;1570;837;20,7;27,3;1,0005
14/06/2004;07.00.00;1,9;1352;229;11,7;1329;215;1252;159;2280;913;18,5;28,2;1,0205
14/06/2004;08.00.00;2,1;1427;193;14,2;1279;219;1022;149;2039;469;21,1;36,8;1,1342
14/06/2004;09.00.00;2,6;1543;192;12,6;1440;364;1366;89;1694;467;18,2;29,2;1,0553
14/06/2004;10.00.00;2,7;1567;260;10,9;1393;325;1418;144;1798;777;21,5;38,3;1,2844
14/06/2004;11.00.00;3,1;1644;205;13,2;1404;333;1390;154;1808;634;20,5;31,3;0,9333
14/06/2004;12.00.00;2,9;1543;-200;11,5;1427;267;1233;170;2170;639;20,3;40,7;1,1181
14/06/2004;13.00.00;2,3;1525;234;8,2;1207;355;1455;156;1861;653;24,4;33,3;1,4409
14/06/2004;14.00.00;3,1;1663;183;14,1;1471;349;1211;154;1455;1166;23,0;21,7;1,0436
14/06/2004;15.00.00;2,5;1476;253;14,0;1632;398;1404;115;1711;901;25,6;31,9;1,0834
14/06/2004;16.00.00;2,6;1504;299;13,6;1448;335;1311;166;1740;1020;26,9;47,1;1,1544
14/06/2004;17.00.00;2,7;1512;235;10,9;1510;313;1404;180;2096;1201;29,0;37,9;1,2962
14/06/2004;18.00.00;3,1;1565;243;11,6;1382;307;1099;172;2165;669;33,2;24,8;1,1594
14/06/2004;19.00.00;3,4;1705;252;15,2;1474;419;1557;160;1912;1103;33,1;30,8;1,2037
14/06/2004;20.00.00;2,5;1537;231;16,4;1427;348;1359;-200;-200;494;28,8;21,0;1,0552
14/06/2004;21.00.00;2,1;1376;191;14,8;1660;289;1343;114;1898;1058;28,3;26,5;1,2668
14/06/2004;22.00.00;2,2;1380;182;11,8;1487;323;1426;151;1827;723;29,9;41,4;1,3031
14/06/2004;23.00.00;2,2;1395;205;12,8;1521;287;1445;150;1869;784;29,0;20,0;1,4117
15/06/2004;00.00.00;1,8;1359;-200;13,4;1596;158;899;160;2082;1064;26,1;22,6;1,0655
15/06/2004;01.00.00;2,4;1402;190;12,4;1600;317;1252;128;1795;871;22,5;20,0;1,1085
15/06/2004;02.00.00;1,9;1430;165;9,1;1038;284;1274;140;1829;-200;23,8;20,0;1,2082
15/06/2004;03.00.00;2,0;1446;195;6,3;937;199;1240;99;1671;643;24,2;23,5;1,2085
15/06/2004;04.00.00;2,1;1434;172;12,5;1396;290;1324;131;1545;864;20,7;27,9;1,1276
15/06/2004;05.00.00;2,1;1455;-200;11,7;1485;223;1157;124;1804;794;21,9;34,0;1,0169
15/06/2004;06.00.00;2,3;1463;115;9,2;1288;258;1338;177;2381;740;19,5;28,4;1,1202
15/06/2004;07.00.00;2,0;1420;174;-200,0;-200;280;1221;190;2122;-200;20,9;36,2;1,2258
15/06/2004;08.00.00;2,1;1361;256;11,7;1342;290;1397;107;1969;681;23,7;28,3;0,9413
15/06/2004;09.00.00;2,1;1489;206;11,1;1270;286;1446;169;2041;990;19,6;31,0;1,0152
15/06/2004;10.00.00;2,7;1512;-200;16,2;1601;238;1162;174;2169;918;22,3;26,4;1,1490
15/06/2004;11.00.00;2,9;1571;232;16,6;1605;335;1215;141;1827;766;23,2;20,0;1,0904
15/06/2004;12.00.00;2,9;1698;217;12,0;1357;420;1554;134;2074;629;20,3;20,0;1,1273
15/06/2004;13.00.00;3,3;1646;281;17,6;1741;369;1602;142;1946;762;22,4;20,4;1,2133
15/06/2004;14.00.00;2,8;1596;216;16,8;1640;327;1405;144;1647;689;25,4;31,8;1,3482
15/06/2004;15.00.00;-200,0;-200;214;14,6;1571;378;1318;148;2064;1072;27,6;37,8;1,1651
15/06/2004;16.00.00;2,4;1414;241;10,9;1336;325;1477;143;1904;790;24,0;35,6;1,0178
15/06/2004;17.00.00;2,5;1457;168;13,3;1534;298;1375;135;1730;962;29,1;20,0;1,4283
15/06/2004;18.00.00;2,8;1653;224;9,3;1152;368;1537;179;1962;831;26,5;40,0;1,1678
15/06/2004;19.00.00;2,7;1565;214;12,2;1268;326;1467;168;2200;710;27,5;32,8;1,1227
15/06/2004;20.00.00;2,2;1441;207;13,0;1414;308;1263;139;2045;1046;28,9;23,2;1,4499
15/06/2004;21.00.00;2,1;1403;199;13,1;1529;269;1344;126;1720;480;29,7;21,0;1,4220
15/06/2004;22.00.00;1,6;1334;209;10,3;1278;246;1128;114;1718;916;31,8;20,9;1,2779
15/06/2004;23.00.00;1,8;1388;-200;11,8;1594;295;1173;149;1762;857;28,7;36,7;0,9898
16/06/2004;00.00.00;2,1;1438;227;10,2;1209;238;1093;144;1694;915;28,4;29,4;1,3579
16/06/2004;01.00.00;2,0;1451;199;14,8;1520;371;1512;145;2134;750;23,9;20,0;0,9781
16/06/2004;02.00.00;2,0;1346;-200;14,8;1356;-200;-200;164;2247;369;23,8;20,0;1,1549
16/06/2004;03.00.00;1,8;1316;227;13,1;1602;218;1284;135;1896;815;23,1;33,5;1,2394
16/06/2004;04.00.00;1,9;1425;216;11,2;1348;304;1421;178;1947;855;21,9;30,6;1,0532
16/06/2004;05.00.00;1,7;1455;233;9,8;1057;251;1269;74;1708;1017;23,2;35,5;1,1898
16/06/2004;06.00.00;2,3;1494;147;14,2;1478;307;1453;105;1812;809;22,0;26,2;1,1514
16/06/2004;07.00.00;2,3;1524;219;-200,0;-200;361;1305;200;2174;625;22,5;44,9;1,3533
16/06/2004;08.00.00;2,4;1485;232;10,9;1466;318;1432;137;1905;972;19,2;29,8;1,0311
16/06/2004;09.00.00;2,3;1467;173;14,7;1441;314;1385;154;2011;663;17,7;22,1;1,0686
16/06/2004;10.00.00;1,9;1393;213;10,9;1349;261;1094;175;2079;835;24,7;20,0;1,1826
16/06/2004;11.00.00;3,0;1593;266;12,2;1337;294;1216;169;2016;673;20,0;32,8;1,0097
16/06/2004;12.00.00;2,6;1588;220;15,1;1533;-200;-200;179;2193;-200;19,9;20,0;1,1706
16/06/2004;13.00.00;2,5;1560;245;11,5;1453;289;1260;168;1941;921;22,9;33,3;1,0410
16/06/2004;14.00.00;3,0;1581;270;14,3;1472;321;1339;189;2003;750;26,1;26,5;1,1659
16/06/2004;15.00.00;2,7;1450;270;15,9;1650;293;1225;168;1821;1127;27,8;20,0;1,2042
16/06/2004;16.00.00;-200,0;-200;276;16,5;1342;330;1509;182;1959;-200;28,5;20,0;1,2237
16/06/2004;17.00.00;2,8;1509;-200;14,4;1390;307;1191;139;2008;893;29,8;25,5;1,3195
16/06/2004;18.00.00;2,8;1552;217;11,2;1363;364;1309;170;2197;665;31,6;35,4;1,2549
16/06/2004;19.00.00;2,0;1350;198;11,0;1280;221;1049;-200;-200;966;28,7;21,2;1,2509
16/06/2004;20.00.00;2,7;1595;155;18,2;1825;356;1348;150;1994;851;29,8;42,6;1,3565
16/06/2004;21.00.00;2,2;1484;185;14,4;1603;317;1263;94;1403;688;32,2;36,3;1,3607
16/06/2004;22.00.00;1,9;1420;244;-200,0;-200;218;1305;126;1730;1072;29,4;57,0;1,1478
16/06/2004;23.00.00;2,0;1451;191;9,5;1282;198;1030;135;1715;-200;29,2;47,5;1,4011
17/06/2004;00.00.00;1,3;1286;-200;6,9;1069;259;1207;173;1980;875;33,7;46,8;1,2900
17/06/2004;01.00.00;1,9;1415;215;14,3;1576;281;1136;130;1895;942;27,9;26,7;1,2631
17/06/2004;02.00.00;1,5;1369;231;13,5;1367;195;1043;138;2076;717;23,5;49,4;1,2698
17/06/2004;03.00.00;1,4;1275;131;10,7;1308;166;1092;169;2039;737;26,5;46,2;1,1958
17/06/2004;04.00.00;1,4;1312;202;10,0;1340;214;1197;91;1412;1193;22,7;29,5;1,2552
17/06/2004;05.00.00;2,3;1403;228;14,8;1470;113;1024;134;1866;933;23,2;36,4;1,0355
17/06/2004;06.00.00;1,9;1376;180;8,8;1477;289;1178;163;2169;795;17,6;23,3;0,9631
17/06/2004;07.00.00;2,6;1639;257;17,3;1734;267;1166;226;2056;498;19,3;30,2;1,1859
17/06/2004;08.00.00;2,1;1468;172;13,8;1395;295;1372;83;1699;521;22,9;28,6;1,1738
17/06/2004;09.00.00;1,9;1379;239;9,3;1362;372;1443;134;1735;912;17,8;49,9;1,2158
17/06/2004;10.00.00;-200,0;-200;-200;14,0;1663;-200;-200;163;2165;768;20,8;20,3;1,0026
17/06/2004;11.00.00;3,0;1603;213;12,7;1283;372;1504;185;2027;879;22,2;44,7;1,0762
